"HouseStyle","No_of_Bedrooms","No_of_Bath","Garage_Type","Total_Sqft","Lot_Location","YearBuilt","Year_Remodeled","FirstExterior","SecondExterior","MasonryVeneer_Type","Neighborhood","Overall_Quality","Overall_Condition","Sale_Condition","Actual Price","Predicted Sale Price","MLR Complete"
"1.5Fin",4,2,"Detchd",1529,"Inside",1945,1950,"WdShing","Wd Shng","None","Edwards",4,3,"Normal",98000,101747.93007467053,92655.63112825691
"1.5Fin",3,1,"0",1140,"Corner",1910,2004,"Wd Sdng","Wd Sdng","None","OldTown",4,7,"Normal",96500,111121.22450108136,97849.66401829151
"2Story",3,2.5,"Attchd",1320,"Inside",2003,2003,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",162000,200511.90954565484,186552.52041690564
"1Story",3,2,"Attchd",1494,"Inside",1997,1997,"VinylSd","VinylSd","None","CollgCr",6,5,"Normal",217000,181667.3935810814,188275.29951759335
"2Story",3,2.5,"Attchd",2098,"Inside",2005,2005,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Normal",275500,277720.74390450947,276139.48836350045
"1Story",3,1,"Detchd",1026,"Inside",1969,2005,"Plywood","Plywood","None","NAmes",6,8,"Normal",156000,162675.2395977007,159257.05366797931
"2Story",3,2.5,"Detchd",1471,"Inside",1999,1999,"MetalSd","MetalSd","BrkFace","Somerst",6,5,"Normal",172500,178644.76627632394,177164.9545287313
"2Story",3,2.5,"Attchd",1768,"Inside",2007,2007,"VinylSd","VinylSd","None","CollgCr",8,5,"Normal",212000,258723.05084435406,246354.14599645138
"2Story",3,2.5,"Attchd",1386,"CulDSac",1978,1978,"HdBoard","HdBoard","BrkCmn","Sawyer",6,5,"Abnorml",158900,162726.2312138693,141681.01716049598
"2Story",3,2.5,"Detchd",1501,"Inside",1999,1999,"MetalSd","MetalSd","BrkFace","Somerst",7,5,"Normal",179400,209444.23213329876,200358.68901511235
"2Story",4,2.5,"Attchd",2531,"Inside",1995,1995,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",290000,298868.3985179052,295425.5449770044
"1Story",2,1,"Detchd",864,"Inside",1959,1959,"Wd Sdng","Wd Sdng","None","NAmes",6,6,"Normal",127500,129273.81149435735,132287.17998427642
"1Story",2,1,"Detchd",1301,"FR2",1924,1950,"Wd Sdng","Wd Sdng","None","BrkSide",5,5,"Normal",100000,122197.37009439728,114227.98931534705
"2Story",3,2.5,"Attchd",1547,"Inside",2009,2009,"VinylSd","VinylSd","None","Somerst",7,5,"Normal",215200,217359.6410525698,218273.66032688157
"2Story",3,2.5,"Attchd",2365,"Inside",1999,1999,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",337000,290846.192742349,293665.3756586646
"1Story",2,1.5,"Attchd",1494,"CulDSac",1995,1996,"BrkFace","BrkFace","None","Veenker",8,5,"Normal",270000,241765.41130912348,259072.99135181075
"1Story",2,2,"Attchd",1506,"Inside",2008,2008,"VinylSd","VinylSd","Stone","Somerst",9,5,"Partial",264132,274970.0061609055,285752.23737978074
"2Story",3,2.5,"Attchd",1714,"Inside",1988,1988,"HdBoard","HdBoard","BrkFace","NWAmes",7,5,"Normal",196500,216731.06843318828,210333.06730193272
"1.5Fin",4,2,"Attchd",1750,"Inside",1940,1985,"VinylSd","VinylSd","None","Mitchel",6,7,"Normal",160000,191050.79300606874,181839.32676832308
"1Story",3,2,"Attchd",1836,"Inside",2004,2005,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",216837,235496.79635257513,243238.9546668767
"2Story",4,3.5,"BuiltIn",3279,"CulDSac",2003,2003,"CemntBd","Wd Shng","BrkFace","StoneBr",8,5,"Normal",538000,343048.4141064461,363066.5515558545
"SFoyer",2,1,"Detchd",858,"CulDSac",1982,1982,"Wd Sdng","Wd Sdng","None","Sawyer",5,5,"Normal",134900,111716.61580312099,117719.68718822044
"1Story",2,1,"Detchd",1220,"Inside",1951,1951,"Wd Sdng","Wd Sdng","None","Edwards",4,5,"Normal",102000,88815.94547921121,106214.88893052493
"SLvl",3,1,"Detchd",1117,"Inside",1976,1976,"Plywood","Plywood","None","Edwards",6,5,"Abnorml",107000,153335.90124064658,120143.09135174542
"1Story",2,1,"Attchd",912,"Inside",1958,1958,"Wd Sdng","Wd Sdng","None","NAmes",5,5,"Normal",114500,102694.51465735161,112979.85158279794
"1Story",3,2,"Attchd",1973,"Corner",2006,2006,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Partial",395000,273300.867205329,287214.250836635
"1Story",2,2,"Attchd",1204,"FR2",1998,1998,"VinylSd","VinylSd","BrkFace","Mitchel",6,5,"Normal",162000,164584.2402836063,175623.42883663997
"1Story",3,2,"Attchd",1614,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Partial",221500,222539.50593656424,225414.27947284537
"1Story",3,1,"Attchd",894,"Inside",1974,1974,"HdBoard","Plywood","None","Sawyer",5,5,"Normal",142500,109801.38892903643,121053.70402799221
"1Story",4,2,"Detchd",2020,"Inside",1977,1977,"Plywood","Plywood","BrkFace","SawyerW",5,5,"Normal",144000,174354.15616775263,190560.8559542431
"SFoyer",2,1,"Attchd",1004,"Inside",1977,1977,"Plywood","ImStucc","BrkFace","Mitchel",6,5,"Normal",135000,146992.1263258062,140478.68743054103
"1Story",3,2,"Attchd",1253,"Inside",1995,1996,"HdBoard","HdBoard","BrkFace","Gilbert",7,5,"Normal",176000,195511.6439634518,186834.67220008653
"2Story",3,2.5,"Attchd",1603,"Inside",1992,1992,"VinylSd","VinylSd","None","SawyerW",6,5,"Normal",175900,183066.72540248744,189003.3818359878
"1Story",3,2,"Attchd",1430,"Inside",2001,2002,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",187100,209325.65276340776,206559.8185167436
"SFoyer",1,1,"Attchd",1110,"Corner",1978,1978,"Plywood","Plywood","BrkFace","Mitchel",5,6,"Normal",165500,124956.82463464663,148768.28128648642
"2.5Unf",3,2,"0",1484,"Inside",1914,2001,"Wd Sdng","Wd Shng","None","OldTown",6,6,"Normal",128000,183110.4026512371,139814.290183855
"1Story",3,2,"Attchd",1342,"Inside",1967,1967,"BrkFace","Wd Sdng","None","NWAmes",6,5,"Normal",161500,157071.72446531983,163230.60412445478
"1.5Fin",4,2,"Detchd",1652,"Inside",1915,1950,"MetalSd","MetalSd","None","OldTown",5,6,"Normal",139000,138190.120166589,128232.64771840302
"2Story",4,2.5,"BuiltIn",2084,"Inside",2004,2004,"VinylSd","VinylSd","None","SawyerW",7,5,"Normal",233000,247379.63091087458,248172.9374468627
"1Story",2,1,"Detchd",901,"Corner",1954,2000,"MetalSd","MetalSd","None","OldTown",4,7,"Normal",107900,94570.27635027005,106499.16860132641
"2Story",5,2.5,"Attchd",2087,"Inside",1966,2007,"HdBoard","HdBoard","BrkFace","ClearCr",6,8,"Normal",187500,220119.73724915332,200197.90462627728
"1Story",2,2,"Attchd",1145,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",160200,194083.1869452892,188202.35795547767
"SLvl",3,1,"Attchd",1062,"Corner",1976,1976,"HdBoard","HdBoard","None","Mitchel",6,5,"Normal",146800,149998.80626299174,140459.48266386194
"2Story",3,2.5,"Attchd",2013,"CulDSac",1996,1997,"MetalSd","MetalSd","None","NoRidge",7,5,"Normal",269790,239484.67584678472,247717.9415198611
"1Story",3,2,"Attchd",1496,"Inside",2007,2007,"CemntBd","CmentBd","Stone","Somerst",8,5,"Partial",225000,244871.59098382742,255848.6221971684
"2Story",3,2.5,"Attchd",1895,"Corner",1994,1996,"MetalSd","MetalSd","None","Gilbert",7,5,"Normal",194500,231812.65185547472,232798.47510968056
"2Story",3,2.5,"Attchd",1564,"Inside",1980,1981,"HdBoard","HdBoard","BrkFace","SawyerW",6,6,"Normal",171000,175063.59925930382,180592.07908036816
"1Story",3,1.5,"Attchd",1285,"Inside",1977,1977,"Plywood","Plywood","BrkFace","Sawyer",6,5,"Normal",143500,161389.65627358548,166818.94945419254
"1Story",2,1,"Attchd",773,"Inside",1953,1953,"VinylSd","VinylSd","None","NAmes",5,5,"Abnorml",110000,91698.57351757133,82947.74997526244
"2Story",4,3.5,"BuiltIn",3140,"Inside",2008,2009,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Partial",485000,366668.5276312209,376125.209371113
"1.5Fin",3,1.5,"Detchd",1768,"Corner",1937,1950,"Wd Sdng","Wd Sdng","BrkFace","SWISU",5,7,"Normal",175000,147880.34851206388,173103.7239807092
"2Story",4,2.5,"Attchd",1688,"Inside",1997,1997,"VinylSd","VinylSd","None","ClearCr",6,5,"Normal",200000,190786.24601875208,180839.164608425
"1Story",2,1,"Detchd",1196,"Inside",1916,1990,"MetalSd","MetalSd","None","IDOTRR",4,7,"Normal",109900,107344.85629245912,96512.85284512793
"2Story",3,2.5,"Attchd",1456,"Inside",2005,2005,"WdShing","Wd Shng","None","CollgCr",7,5,"Normal",189000,209788.51211435697,197204.02851823997
"2Story",4,3.5,"BuiltIn",2822,"Inside",2008,2009,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Partial",582933,347374.0512149619,349159.392701912
"1Story",2,1,"Attchd",1128,"Inside",1954,1954,"Wd Sdng","Wd Sdng","None","NAmes",5,5,"Family",118000,113750.4431398668,124603.65292125125
"1Story",3,2,"Attchd",1428,"FR2",2008,2008,"VinylSd","VinylSd","Stone","Somerst",7,5,"Partial",227680,212278.93427245066,230160.5058018777
"SLvl",3,2,"Attchd",980,"Inside",1967,1967,"VinylSd","VinylSd","None","NAmes",5,5,"Normal",135500,106128.33983413753,91418.06903715734
"2Story",3,1.5,"Attchd",1576,"Inside",1923,2004,"Wd Sdng","Wd Sdng","None","BrkSide",5,6,"Normal",223500,163902.52707323286,125014.46680181101
"SLvl",3,1,"Attchd",1086,"Inside",1966,1966,"VinylSd","VinylSd","BrkFace","NAmes",5,5,"Normal",159950,117351.3769006638,106851.21315291151
"2.5Unf",2,2,"Detchd",2138,"Corner",1898,1965,"AsbShng","AsbShng","None","OldTown",5,5,"Normal",106000,175364.48092153325,165280.25334050762
"1Story",3,1.5,"Attchd",1309,"Inside",1974,1999,"HdBoard","HdBoard","BrkFace","NWAmes",6,6,"Normal",181000,174119.48803643708,171513.9036809455
"1Story",1,1,"Attchd",848,"Inside",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",144500,151362.74835803994,164572.87543357303
"1Story",2,1,"Basment",1044,"Inside",1952,1952,"Wd Sdng","Wd Sdng","None","IDOTRR",5,5,"Alloca",55993,107628.912186402,109470.74671505368
"1Story",4,1.5,"Attchd",1442,"Inside",1958,1958,"MetalSd","MetalSd","BrkFace","NAmes",6,6,"Normal",157900,161179.21591858595,158193.4361504123
"1.5Fin",3,1.5,"Detchd",1250,"Inside",1918,1950,"Stucco","Stucco","None","Edwards",5,7,"Normal",116000,116450.98126796907,110034.40773273585
"1Story",3,2,"Attchd",1661,"CulDSac",1998,1998,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",224900,221291.69805801063,222851.22305677296
"1Story",2,1,"Attchd",1008,"Corner",1954,1954,"BrkFace","BrkFace","None","NAmes",5,6,"Normal",137000,106469.5086431653,129758.95473502646
"1Story",3,2,"Attchd",1689,"CulDSac",2002,2002,"CemntBd","CmentBd","BrkFace","Mitchel",8,5,"Normal",271000,254019.5686182546,254214.57037356845
"SLvl",3,1,"Attchd",1052,"Inside",1971,1971,"HdBoard","HdBoard","BrkFace","ClearCr",6,7,"Normal",155000,146829.86970716555,136638.63102295506
"1Story",2,2,"Attchd",1358,"Inside",2009,2010,"VinylSd","VinylSd","Stone","NridgHt",7,5,"Partial",224000,209056.59928848187,229647.9554303675
"2Story",3,2.5,"Attchd",1640,"CulDSac",2003,2003,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",183000,219927.7348701922,214304.23408699292
"1Story",2,1,"Detchd",936,"Inside",1953,1953,"MetalSd","MetalSd","None","OldTown",4,4,"Normal",93000,72609.27730945808,84987.69224228407
"2Story",3,2.5,"BuiltIn",1733,"Corner",2003,2003,"VinylSd","VinylSd","None","Gilbert",7,5,"Family",225000,225570.45910513584,219199.39005123172
"1.5Fin",3,2,"Detchd",1489,"Inside",1940,1950,"VinylSd","VinylSd","None","SWISU",6,7,"Normal",139500,157279.41637470227,167285.15727255004
"1Story",3,2,"Attchd",1489,"Inside",2006,2006,"VinylSd","VinylSd","None","Somerst",8,5,"Partial",232600,243934.43140196629,249404.269518757
"1Story",2,2,"Attchd",2084,"Inside",2007,2008,"CemntBd","CmentBd","BrkFace","NridgHt",10,5,"Partial",385000,339019.07288615056,346437.4649730956
"1.5Unf",2,1,"0",784,"Inside",1924,1950,"MetalSd","MetalSd","None","BrkSide",5,6,"Normal",109500,90828.67730444166,84512.97211221373
"1Story",3,2,"Attchd",1434,"Inside",2001,2001,"VinylSd","VinylSd","None","SawyerW",7,5,"Normal",189000,209055.9121770776,216034.557037452
"2Story",3,2.5,"Attchd",2126,"CulDSac",1967,1967,"Plywood","Plywood","None","ClearCr",5,5,"Abnorml",185000,173009.27261230676,172639.75616661226
"2Story",2,2.5,"Detchd",1223,"Inside",2005,2005,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",147400,195651.36429992822,194042.84970649774
"1Story",3,1.5,"Attchd",1392,"Corner",1957,1957,"HdBoard","HdBoard","BrkFace","NAmes",6,5,"Normal",166000,157633.0548087401,160441.93991571805
"2Story",2,2.5,"Detchd",1200,"Inside",2005,2005,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",151000,194255.8518547271,192092.4918970901
"2Story",3,2.5,"Attchd",1829,"CulDSac",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",7,6,"Normal",237000,231395.20670249703,232782.7544230949
"1Story",3,1.5,"Attchd",1516,"Inside",1964,1964,"HdBoard","Plywood","BrkFace","NAmes",6,6,"Normal",167000,168743.75594220645,179786.6373615933
"1Story",3,1,"Attchd",1144,"Inside",1961,1961,"VinylSd","VinylSd","BrkFace","NAmes",5,6,"Normal",139950,118308.30322630181,128312.17881939537
"1Story",2,2,"Attchd",1067,"Inside",1950,1995,"VinylSd","HdBoard","None","Sawyer",4,7,"Normal",128000,96776.06039227924,106222.34809231362
"1Story",2,1,"Detchd",1559,"Inside",1948,1973,"VinylSd","VinylSd","None","OldTown",5,6,"Normal",153500,149637.46252870368,167164.01952149183
"2Story",2,1.5,"Detchd",987,"Inside",1973,1973,"HdBoard","HdBoard","BrkFace","BrDale",6,5,"Normal",100000,141258.9153285626,125458.48078771587
"1Story",3,1.5,"Attchd",1099,"Inside",1995,2006,"VinylSd","VinylSd","None","CollgCr",5,6,"Normal",144000,135985.68925461813,144504.2159840644
"1.5Fin",3,1,"Detchd",1200,"Inside",1946,1995,"MetalSd","MetalSd","None","Edwards",5,6,"Normal",130500,139128.9783562497,127830.41508045862
"2Story",4,2,"Detchd",1482,"Inside",1925,1950,"Wd Sdng","Wd Sdng","None","SWISU",6,8,"Normal",140000,156854.695195728,138246.4222918097
"2Story",3,2,"Detchd",1539,"Inside",1904,2002,"MetalSd","MetalSd","None","OldTown",5,8,"Normal",157500,157980.70379897938,120898.28110179654
"SLvl",3,1.5,"Attchd",1165,"Inside",1966,1966,"HdBoard","HdBoard","BrkFace","NAmes",6,7,"Normal",174900,148471.89934512833,142055.5597442023
"1Story",6,2,"0",1800,"Corner",1961,1961,"BrkFace","BrkFace","None","NAmes",5,4,"Normal",141000,152806.76181094316,144448.42958669737
"1.5Fin",4,1.5,"Detchd",1416,"Inside",1915,1950,"Wd Sdng","Wd Sdng","None","OldTown",5,8,"Normal",153900,126522.9406550728,124206.75243689097
"SFoyer",3,2,"Basment",1701,"CulDSac",1975,1981,"HdBoard","HdBoard","None","Sawyer",5,5,"Normal",171000,157048.75890890197,168959.24275958934
"2Story",3,2.5,"Attchd",1775,"Inside",1993,1993,"HdBoard","HdBoard","BrkFace","SawyerW",7,5,"Normal",213000,222994.40215011258,222935.9236076686
"1Story",3,1,"Attchd",864,"CulDSac",1972,1972,"HdBoard","Plywood","None","CollgCr",5,6,"Normal",133500,106956.2784990873,116774.33784346725
"1.5Fin",5,3,"Detchd",2358,"Inside",1908,1997,"Wd Sdng","Wd Sdng","None","ClearCr",6,8,"Normal",240000,228786.13862667204,189505.38535705768
"SLvl",3,2.5,"Attchd",1855,"FR2",1976,1994,"Plywood","Plywood","BrkFace","Veenker",6,7,"Normal",187000,199381.56465133434,206940.15079010627
"1Story",1,1,"Attchd",848,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",131500,150850.3099551531,163822.515131637
"1Story",2,2,"Attchd",1456,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","Blmngtn",8,5,"Normal",215000,240394.85920671275,233663.28550510178
"2.5Unf",4,2,"Detchd",1646,"Inside",1941,1950,"MetalSd","MetalSd","None","Crawfor",7,5,"Normal",164000,195784.53790735285,162805.3775647087
"SLvl",3,1.5,"Attchd",1445,"Corner",1964,1964,"MetalSd","HdBoard","BrkFace","NAmes",6,6,"Normal",158000,164435.86969832474,160657.79828677303
"1Story",3,1.5,"Attchd",1779,"Inside",1955,1974,"Wd Sdng","Plywood","None","Sawyer",5,4,"Abnorml",170000,160846.2891768799,153438.59191196342
"1Story",3,1.5,"Detchd",1040,"Corner",1962,2010,"HdBoard","HdBoard","None","Sawyer",5,8,"Normal",127000,134455.6500719541,138088.06382871582
"SLvl",3,1,"Detchd",1026,"Inside",1978,1978,"Plywood","HdBoard","None","CollgCr",6,6,"Normal",147000,148839.40271975502,132399.8620638235
"2Story",3,2.5,"Attchd",1481,"Inside",1994,1995,"HdBoard","HdBoard","None","Gilbert",6,5,"Normal",174000,177201.75720616823,174250.47514208034
"1Story",3,2,"Attchd",1370,"Inside",1976,1976,"HdBoard","HdBoard","BrkFace","NWAmes",7,5,"Family",152000,192361.7870399982,182426.04643142154
"2Story",4,2.5,"Attchd",2654,"Corner",1968,1984,"HdBoard","HdBoard","BrkFace","NWAmes",6,7,"Normal",250000,242736.0694796697,261096.71711461036
"1.5Fin",3,1.5,"Detchd",1426,"Corner",1918,1998,"Wd Sdng","Wd Sdng","None","Crawfor",7,8,"Normal",189950,209685.19300063362,177167.2747457868
"1Story",3,1.5,"Attchd",1039,"Inside",1965,1965,"Plywood","HdBoard","None","Sawyer",5,4,"Normal",131500,111335.24748790542,112894.31004256452
"1Story",3,2,"Attchd",1097,"Corner",1984,1985,"HdBoard","Plywood","None","SawyerW",6,5,"Normal",152000,151430.37445318475,159732.6320472574
"1Story",3,1,"Attchd",1148,"Inside",1959,1959,"BrkFace","Plywood","None","NAmes",5,5,"Normal",132500,117526.12423708476,128578.35815220792
"1Story",3,2,"Attchd",1372,"Inside",2007,2008,"VinylSd","VinylSd","None","Somerst",7,5,"Partial",250580,208881.16484065662,219643.82579872175
"1Story",3,1,"Detchd",1002,"Inside",1970,1970,"MetalSd","MetalSd","BrkFace","NAmes",5,6,"Normal",148500,114304.47636452026,119954.43330028444
"1Story",3,2,"Attchd",1646,"Inside",2006,2007,"VinylSd","VinylSd","Stone","Timber",8,5,"Partial",248900,253972.75910470428,267445.07858297345
"1Story",3,1.5,"Attchd",1120,"Corner",1961,1961,"VinylSd","VinylSd","None","Sawyer",4,5,"Normal",129000,85220.89242883198,105423.02138180519
"2Story",2,2,"Attchd",2320,"Corner",1948,1950,"Plywood","Plywood","None","Gilbert",5,6,"Normal",169000,178720.65553156068,213515.38772479934
"2Story",3,2.5,"Attchd",1949,"Inside",1993,1994,"MetalSd","MetalSd","BrkFace","SawyerW",7,5,"Normal",236000,234064.19557321665,237208.59561926592
"1Story",2,1,"Detchd",894,"Inside",1962,1962,"MetalSd","MetalSd","None","NAmes",5,5,"Normal",109500,103652.1280943939,111656.56693233713
"2Story",3,2.5,"Attchd",1682,"Inside",1998,1998,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",200500,190934.63769680387,187567.67804396665
"1Story",3,1,"Attchd",910,"Corner",1953,1996,"WdShing","Wd Shng","None","NAmes",5,7,"Normal",116000,122045.82505877459,117127.54717689333
"1Story",3,1,"Attchd",1268,"Inside",1949,1950,"HdBoard","HdBoard","None","NAmes",5,7,"Normal",133000,120195.11310780437,140604.98497290653
"1.5Fin",3,1.5,"Detchd",1131,"Inside",1941,1950,"Wd Sdng","Wd Sdng","None","OldTown",5,6,"Abnorml",66500,109230.72122540676,100743.89843609557
"2Story",4,2.5,"BuiltIn",2610,"Inside",2007,2007,"CemntBd","CmentBd","None","Somerst",8,5,"Partial",303477,309810.9412295429,321641.26659541763
"1Story",3,1,"Attchd",1040,"Inside",1963,1963,"HdBoard","Plywood","None","Mitchel",4,5,"Normal",132250,84043.80456880148,99625.99444677308
"2Story",4,2.5,"Attchd",2224,"Inside",2004,2005,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Normal",350000,314344.95735884545,304350.98026611237
"SFoyer",3,1,"Detchd",1155,"Inside",1961,1995,"HdBoard","HdBoard","None","Sawyer",5,7,"Normal",148000,136398.6279199866,130874.16000606632
"1Story",3,1,"Attchd",864,"CulDSac",1978,2005,"VinylSd","VinylSd","BrkFace","CollgCr",5,8,"Normal",136500,123866.74579435425,128904.22935761884
"1Story",2,1.5,"Attchd",1090,"Inside",2005,2006,"VinylSd","VinylSd","None","Edwards",5,5,"Normal",157000,135439.61916736554,155289.26298382948
"1.5Fin",3,2.5,"Attchd",1717,"CulDSac",1990,1991,"HdBoard","HdBoard","BrkFace","Timber",7,5,"Normal",187500,218450.40700426645,234523.38991302485
"2Story",3,2.5,"BuiltIn",1593,"Corner",1992,1993,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",178000,182972.41926398253,182175.42612766754
"2.5Fin",5,1,"Detchd",2230,"Inside",1912,1950,"Wd Sdng","Wd Sdng","None","SWISU",4,5,"Normal",118500,149584.70575689527,140809.73449651897
"1Story",3,1,"Attchd",892,"Inside",1967,1967,"HdBoard","HdBoard","BrkFace","NAmes",5,5,"Normal",100000,106092.97120054993,106940.64332485688
"1Story",2,2,"Attchd",1709,"CulDSac",1999,2000,"MetalSd","MetalSd","BrkFace","Somerst",9,5,"Abnorml",328900,283187.4131280639,274236.59485602914
"1Story",4,2,"Attchd",1712,"Corner",1959,2005,"MetalSd","MetalSd","BrkFace","NAmes",5,5,"Family",145000,170014.699573718,152338.7669152785
"1.5Fin",3,1.5,"Attchd",1393,"Inside",1955,1955,"MetalSd","MetalSd","None","Edwards",5,7,"Normal",135500,127689.62022430607,152481.4309790295
"1Story",4,2,"Attchd",2217,"Inside",1970,1970,"Wd Sdng","Wd Sdng","None","NAmes",8,6,"Normal",268000,269657.6515113611,271222.1481368849
"1Story",2,1,"Attchd",1505,"Inside",1953,1953,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,4,"Normal",149500,165091.5061802499,170829.47686243965
"1.5Fin",3,1,"Detchd",924,"Corner",1949,2006,"MetalSd","MetalSd","None","NAmes",5,7,"Normal",122900,128019.65144559188,119392.12451880914
"2Story",3,2.5,"Attchd",1683,"Inside",1978,1978,"HdBoard","HdBoard","BrkFace","Sawyer",6,5,"Normal",172500,180746.5440932055,182616.2372079366
"1Story",3,1,"Attchd",1068,"Inside",1963,2003,"HdBoard","HdBoard","None","Sawyer",6,8,"Normal",154500,164198.6898657725,167338.74847178767
"1Story",3,1,"Attchd",1383,"Inside",1954,1954,"Wd Sdng","Plywood","None","Sawyer",5,5,"Normal",165000,129222.42894535749,143936.37873151316
"1Story",4,2,"Attchd",1535,"Inside",1979,1979,"Plywood","Plywood","None","SawyerW",5,5,"Alloca",118858,145951.9227160245,150908.3281837944
"2Story",4,1.5,"Attchd",1796,"Inside",1963,1963,"HdBoard","HdBoard","BrkFace","NAmes",6,5,"Normal",140000,185220.16469828974,177972.61543576466
"1Story",2,1,"Detchd",951,"Inside",1936,1950,"Wd Sdng","Wd Sdng","None","IDOTRR",4,6,"Abnorml",106500,71982.07891288513,65348.118385931244
"2Story",6,2,"Detchd",2240,"Inside",1979,1979,"Plywood","Plywood","None","SawyerW",5,5,"Alloca",142953,188727.4128841458,179505.00300925015
"1Story",2,2.5,"Attchd",2364,"Inside",2009,2010,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Partial",611657,325401.5729527649,350936.53767707036
"1Story",3,1,"Attchd",1236,"Inside",1961,1994,"HdBoard","Plywood","None","Sawyer",5,7,"Normal",135000,140800.82030237323,154077.57356348517
"1Story",2,1,"Detchd",858,"Inside",1971,1971,"HdBoard","HdBoard","None","NAmes",4,6,"Normal",110000,77100.5611385659,101142.53683965001
"1Story",2,1,"Detchd",1306,"Inside",1957,2000,"MetalSd","MetalSd","None","NAmes",5,7,"Normal",153000,148122.66250943704,157222.89921625215
"2Story",3,2.5,"Attchd",1509,"Inside",2003,2003,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",180000,211979.3813779597,202579.37372029875
"1Story",3,2,"Attchd",1670,"CulDSac",2006,2006,"VinylSd","VinylSd","BrkFace","Gilbert",7,5,"Partial",240000,225937.27536835824,235147.63353843032
"1Story",3,1,"Attchd",902,"Inside",1967,1967,"HdBoard","Wd Sdng","BrkFace","Sawyer",5,6,"Normal",125500,106699.71574194172,119889.74476616178
"1Story",3,1,"Attchd",1063,"Inside",1954,1954,"HdBoard","HdBoard","Stone","NAmes",5,5,"Normal",128000,109806.60362082015,118568.45363383181
"1Story",3,2,"Attchd",1636,"Corner",2006,2006,"VinylSd","VinylSd","Stone","Somerst",8,5,"Normal",255000,252853.5761604256,264893.4212808169
"1.5Fin",3,1.5,"Attchd",2057,"Inside",1936,1987,"BrkFace","BrkFace","None","Crawfor",7,7,"Normal",250000,242333.9511307,239652.44891049922
"1Story",2,1,"Attchd",902,"Inside",1983,1983,"HdBoard","HdBoard","None","Mitchel",5,5,"Normal",131000,114898.73018813175,131937.217620536
"2Story",3,2.5,"Attchd",1484,"Inside",2005,2005,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",174000,182508.16459745454,181310.3506659218
"2Story",5,2,"Detchd",2274,"Corner",1960,1960,"MetalSd","MetalSd","BrkFace","NAmes",5,5,"Normal",154300,181054.01467002722,179788.6503553097
"1Story",3,1.5,"Detchd",1268,"CulDSac",1977,1989,"HdBoard","Plywood","None","CollgCr",5,7,"Normal",143500,137528.2191550625,152168.58787649334
"1Story",3,1,"Detchd",1015,"Inside",1925,1950,"MetalSd","MetalSd","None","BrkSide",5,7,"Abnorml",88000,104844.47621059205,77851.34770305408
"2Story",4,2,"2Types",2002,"Inside",1949,1950,"MetalSd","MetalSd","None","Crawfor",5,6,"Normal",145000,159426.17911530173,165120.1469601281
"2Story",2,2.5,"Detchd",1224,"Inside",2009,2009,"VinylSd","VinylSd","Stone","Somerst",6,5,"Partial",173733,168782.56013281547,182765.93300828454
"2Story",3,1.5,"Attchd",1092,"Inside",1970,1970,"CemntBd","CmentBd","BrkFace","MeadowV",4,5,"Normal",75000,88133.95333891686,90587.70249074814
"1Story",1,0,"Detchd",480,"Inside",1949,1950,"AsbShng","AsbShng","None","IDOTRR",2,3,"Abnorml",35311,-9250.070121606957,-1361.6189708893653
"1Story",3,1,"Attchd",1229,"Inside",1956,1956,"VinylSd","VinylSd","None","Edwards",4,6,"Normal",135000,91924.2075808982,111494.13024901436
"2Story",4,2.5,"Attchd",2127,"Corner",1991,1991,"HdBoard","HdBoard","None","SawyerW",7,5,"Normal",238000,243326.9332013299,248684.25498048007
"1Story",3,1,"Attchd",1414,"Corner",1958,2002,"MetalSd","MetalSd","None","NAmes",6,8,"Normal",176500,184679.6125950416,191608.56696293084
